#{"t_start": 1777539009.2851279, "env_id": "None"}
r,l,t
-0.240724,40,7.25186
-0.119287,32,7.256292
-0.151701,31,7.260545
-0.153474,20,7.263335
-0.064972,9,7.264595
-0.456687,66,7.273527
-0.145048,19,7.276118
-0.350183,63,7.284673
-0.07105,12,7.286337
-0.153335,17,7.288644
-0.131483,20,7.291313
-0.167913,16,7.293502
-0.182476,21,7.296321
-0.133408,15,7.298507
-0.189542,29,7.302615
-0.238375,28,7.306476
-0.207591,17,7.308787
-0.155055,21,7.311647
-0.094412,9,7.312918
-0.22228,30,7.317282
-0.102258,17,7.319743
-0.07814,5,7.320521
-0.113673,7,7.32152
-0.122741,18,7.324019
-0.08473,11,7.325705
-0.306287,37,7.331196
-0.167618,15,7.33333
-0.132665,18,7.335909
-0.123185,13,7.337896
-0.113992,12,7.339618
-0.274269,35,7.344817
-0.138517,30,7.349133
-0.09847,12,7.350958
-0.095906,12,7.352958
-0.079569,7,7.354097
-0.100558,8,7.355266
-0.158451,29,7.359329
-0.155772,25,7.362832
-0.082975,7,7.363817
-0.162401,25,7.367625
-0.202184,31,7.371807
-0.178898,24,7.375076
-0.102441,17,7.377413
-0.136797,35,7.382203
-0.088446,11,7.383701
-0.090625,12,7.385356
-0.134152,18,7.387811
-0.35727,59,7.395664
-0.135881,15,7.397691
-0.07569,10,7.39917
-0.093992,11,7.400687
-0.120216,12,7.402323
-0.221165,40,7.40767
-0.216073,28,7.411426
-0.072412,9,7.412659
-0.117881,24,7.41594
-0.107138,22,7.418904
-0.083801,12,7.420523
-0.109986,10,7.42187
-0.150682,18,7.42427
-0.164749,30,7.428346
-0.097247,12,7.430013
-0.13341,27,7.433674
-0.100917,7,7.43463
-0.09311,17,7.436913
-0.160561,25,7.44028
-0.145748,12,7.441962
-0.080736,8,7.443078
-0.10327,19,7.445639
-0.110186,13,7.447412
-0.115704,19,7.450271
-0.115429,20,7.453047
-0.140487,17,7.455421
-0.162025,18,7.457882
-0.160585,31,7.462059
-0.126146,12,7.463709
-0.261437,27,7.467458
-0.111282,19,7.470071
-0.150613,27,7.473716
-0.113719,15,7.475791
-0.102108,16,7.478019
-0.109716,8,7.479149
-0.114171,16,7.481371
-0.085772,8,7.48249
-0.086453,7,7.483443
-0.204509,19,7.486023
-0.094445,11,7.48756
-0.075516,10,7.488938
-0.213065,32,7.493373
-0.256579,27,7.497078
-0.164877,15,7.499214
-0.075246,10,7.500595
-0.100917,18,7.503209
-0.165144,24,7.506478
-0.113433,10,7.507842
-0.086563,15,7.509858
-0.09028,13,7.511627
-0.118609,9,7.512853
-0.087567,11,7.514342
-0.132839,22,7.517378
-0.119942,17,7.519707
-0.149853,29,7.52361
-0.146246,15,7.525643
-0.163099,13,7.527456
-0.182299,30,7.531635
-0.273021,45,7.848018
-0.220932,27,7.851737
-0.051513,6,7.852593
-0.15708,46,7.858797
-0.099709,16,7.86096
-0.206066,20,7.863679
-0.170341,27,7.867564
-0.325533,40,7.873126
-0.162678,14,7.875065
-0.2233,48,7.881609
-0.123403,20,7.884302
-0.096697,17,7.88661
-0.106064,11,7.88811
-0.144037,13,7.889873
-0.148311,18,7.892337
-0.278456,33,7.896829
-0.131474,24,7.900504
-0.075113,10,7.901938
-0.098933,16,7.904127
-0.098132,9,7.905411
-0.161972,13,7.907198
-0.209552,27,7.910828
-0.16801,25,7.914272
-0.201142,25,7.917833
-0.077382,7,7.918831
-0.133283,8,7.919978
-0.102751,7,7.920944
-0.219083,34,7.925543
-0.122084,8,7.926743
-0.089701,10,7.928202
-0.157026,21,7.93115
-0.089895,12,7.932949
-0.249835,35,7.937705
-0.216486,32,7.942099
-0.255765,46,7.948403
-0.309659,53,7.955582
-0.141461,22,7.958521
-0.108589,10,7.959859
-0.17201,27,7.963437
-0.14742,25,7.967111
-0.126165,15,7.969133
-0.105246,10,7.970488
-0.125482,8,7.971569
-0.122201,7,7.972527
-0.11068,15,7.97454
-0.072822,9,7.975841
-0.164594,21,7.97872
-0.228442,25,7.982149
-0.100918,14,7.984058
-0.179729,17,7.986362
-0.19741,40,7.991699
-0.121154,7,7.992667
-0.092694,7,7.993623
-0.083286,13,7.995379
-0.133031,11,7.996881
-0.322577,65,8.005665
-0.114777,17,8.008026
-0.223774,38,8.013098
-0.261978,35,8.017851
-0.140292,19,8.020427
-0.372815,37,8.025353
-0.134422,13,8.027168
-0.139394,10,8.0286
-0.161513,24,8.031904
-0.092417,12,8.033541
-0.177241,22,8.036532
-0.097157,14,8.038432
-0.178631,28,8.042231
-0.135385,30,8.046265
-0.224418,36,8.051167
-0.149609,11,8.052667
-0.167818,13,8.054413
-0.103909,15,8.056477
-0.079171,13,8.058246
-0.133709,19,8.060787
-0.107176,14,8.062677
-0.121536,10,8.064022
-0.162066,33,8.068578
-0.107313,27,8.072189
-0.124519,20,8.074838
-0.116648,25,8.078203
-0.109011,8,8.07938
-0.120366,31,8.083573
-0.420811,71,8.092976
-0.252302,27,8.096594
-0.165518,27,8.100425
-0.11029,11,8.102031
-0.152871,19,8.104833
-0.096416,8,8.105965
-0.096388,8,8.107054
-0.094533,9,8.108287
-0.122302,13,8.110035
-0.116938,24,8.113228
-0.111567,12,8.114932
-0.149703,18,8.117414
-0.056958,9,8.118659
-0.136937,16,8.120816
-0.135293,11,8.122329
-0.286654,28,8.452612
-0.175332,15,8.454709
-0.133946,21,8.457694
-0.068169,8,8.458842
-0.153916,18,8.46132
-0.15926,23,8.464445
-0.167394,26,8.468219
-0.162316,36,8.473138
-0.388916,43,8.479013
-0.084322,10,8.480402
-0.084423,13,8.482389
-0.071537,8,8.483559
-0.207257,26,8.487173
-0.112451,14,8.489069
-0.078961,5,8.489765
-0.093635,18,8.492281
-0.100429,14,8.494157
-0.306734,38,8.499526
-0.082029,12,8.501225
-0.091261,15,8.503335
-0.08075,8,8.504458
-0.177681,19,8.507142
-0.151352,14,8.509123
-0.150279,19,8.511818
-0.136425,20,8.514613
-0.284537,39,8.520143
-0.173141,27,8.523888
-0.171622,22,8.527054
-0.072412,11,8.528608
-0.067874,9,8.529909
-0.248834,38,8.53524
-0.084839,10,8.536675
-0.257441,39,8.542136
-0.305902,44,8.548298
-0.103745,6,8.549151
-0.123579,8,8.550267
-0.08563,11,8.551803
-0.124856,18,8.554259
-0.185761,20,8.557023
-0.080754,10,8.558407
-0.125858,21,8.561256
-0.118942,13,8.563025
-0.065749,14,8.565067
-0.143364,16,8.567309
-0.076613,10,8.568757
-0.127655,19,8.57136
-0.134916,25,8.574807
-0.16474,23,8.577942
-0.24609,41,8.583575
-0.172977,32,8.587853
-0.100333,15,8.58985
-0.102864,21,8.592661
-0.229733,49,8.599415
-0.142183,11,8.600996
-0.164711,23,8.604253
-0.165926,40,8.609552
-0.15466,18,8.611973
-0.219421,40,8.617428
-0.085079,14,8.619359
-0.225251,26,8.622847
-0.120159,9,8.624082
-0.167936,13,8.625851
-0.137925,13,8.62765
-0.199306,29,8.631602
-0.069477,10,8.633067
-0.112385,15,8.635202
-0.139395,22,8.638174
-0.157642,14,8.640116
-0.427369,50,8.646791
-0.109964,12,8.648631
-0.125821,21,8.651513
-0.212075,43,8.657293
-0.133803,28,8.661004
-0.292601,69,8.670209
-0.099664,12,8.671824
-0.099534,12,8.673467
-0.094717,6,8.674314
-0.118608,24,8.677565
-0.066595,9,8.678846
-0.139638,11,8.680349
-0.302619,62,8.688613
-0.114845,9,8.689852
-0.1279,10,8.691226
-0.055921,9,8.692462
-0.092516,8,8.693543
-0.139871,13,8.695289
-0.141351,15,8.697313
-0.196936,25,8.700692
-0.080219,20,8.703394
-0.125692,13,8.705146
-0.112752,10,8.706502
-0.127118,15,8.708498
-0.083927,15,8.71048
-0.183465,16,8.712605
-0.253632,25,8.715997
-0.081105,6,8.716824
-0.196683,27,8.720399
-0.138327,29,8.724339
-0.133422,9,8.725794
-0.132757,9,8.72712
-0.207302,18,8.729697
-0.1604,21,9.048797
-0.081708,9,9.050365
-0.101665,21,9.053528
-0.153261,38,9.058845
-0.099313,8,9.059985
-0.290245,41,9.065805
-0.136316,18,9.068486
-0.090331,14,9.070438
-0.059216,15,9.072581
-0.272572,22,9.075664
-0.07062,8,9.076858
-0.144409,27,9.08074
-0.092145,17,9.083146
-0.071984,10,9.084535
-0.116753,9,9.085928
-0.124228,9,9.087266
-0.225508,35,9.092021
-0.139535,22,9.095083
-0.093024,9,9.096332
-0.068772,8,9.097496
-0.132319,13,9.09958
-0.1126,18,9.102197
-0.078863,11,9.103749
-0.086682,6,9.104603
-0.250245,45,9.110913
-0.316458,53,9.118793
-0.090946,18,9.121371
-0.127244,12,9.123082
-0.126086,12,9.124781
-0.080388,16,9.127193
-0.213183,23,9.13078
-0.088141,8,9.132113
-0.101211,20,9.134994
-0.239312,31,9.139982
-0.163406,24,9.14395
-0.097888,8,9.145236
-0.071661,6,9.146292
-0.246129,37,9.152381
-0.314673,58,9.161675
-0.077143,13,9.163835
-0.1158,9,9.165527
-0.221158,21,9.168795
-0.129008,10,9.17041
-0.123081,20,9.173377
-0.217208,22,9.176755
-0.124291,20,9.179943
-0.164016,23,9.18407
-0.150769,16,9.186986
-0.22214,46,9.194262
-0.087122,6,9.195236
-0.102414,14,9.197735
-0.136224,25,9.202073
-0.247304,40,9.208695
-0.189502,34,9.213726
-0.167998,21,9.216832
-0.131742,18,9.219765
-0.403976,51,9.227558
-0.113219,26,9.231559
-0.21207,22,9.234967
-0.175093,17,9.237513
-0.098601,9,9.23882
-0.105399,9,9.240141
-0.185246,33,9.244571
-0.135034,21,9.247489
-0.144417,17,9.249936
-0.224788,22,9.252961
-0.153001,13,9.254773
-0.149473,16,9.256988
-0.161595,47,9.26353
-0.078718,7,9.264536
-0.095892,8,9.265805
-0.131943,14,9.267734
-0.075562,9,9.26899
-0.064839,9,9.270222
-0.145385,17,9.272471
-0.100885,9,9.273712
-0.142832,16,9.275856
-0.145193,11,9.277469
-0.236798,33,9.282112
-0.138678,30,9.286349
-0.178161,23,9.289482
-0.059601,9,9.2908
-0.103977,8,9.291978
-0.21137,21,9.294821
-0.124896,17,9.297151
-0.073722,12,9.298827
-0.134472,18,9.301266
-0.083534,11,9.302771
-0.074297,13,9.30457
-0.167252,15,9.306716
-0.191007,25,9.310332
-0.167188,19,9.313294
-0.092031,8,9.314547
-0.169573,25,9.318486
-0.113298,7,9.319586
-0.118405,10,9.321028
-0.187336,17,9.323408
-0.122347,9,9.324735
-0.077456,13,9.326755
-0.205209,30,9.331353
-0.176981,23,9.334723
-0.101608,14,9.336689
-0.13673,26,9.340241
-0.100046,8,9.34137
-0.126609,15,9.343424
-0.134894,20,9.346107
-0.152855,19,9.348731
-0.142511,24,9.664338
-0.08375,5,9.66522
-0.063129,7,9.666265
-0.131364,14,9.668244
-0.098424,13,9.670146
-0.147161,24,9.673447
-0.082028,8,9.674568
-0.218895,27,9.678287
-0.177597,34,9.683022
-0.104171,9,9.684265
-0.137004,21,9.687121
-0.053287,7,9.688078
-0.113167,19,9.690635
-0.127531,24,9.693902
-0.096217,11,9.695399
-0.131248,48,9.701818
-0.105033,7,9.702773
-0.280809,43,9.708479
-0.162634,16,9.710611
-0.179913,17,9.7129
-0.098758,9,9.714122
-0.071493,9,9.715504
-0.156494,20,9.718313
-0.068734,7,9.719283
-0.102751,17,9.721586
-0.113378,14,9.723495
-0.150572,35,9.728245
-0.319175,72,9.737974
-0.115377,9,9.739213
-0.12905,17,9.741532
-0.102841,6,9.742389
-0.117383,7,9.743343
-0.078221,7,9.74429
-0.181316,21,9.747117
-0.136241,9,9.748416
-0.140748,12,9.75007
-0.101859,14,9.751955
-0.101202,18,9.754377
-0.121824,26,9.757861
-0.390689,62,9.766134
-0.098254,7,9.767098
-0.120388,14,9.769001
-0.101052,18,9.771395
-0.182913,50,9.77806
-0.091817,6,9.778916
-0.209459,23,9.782021
-0.124433,23,9.785106
-0.166869,16,9.787262
-0.115287,8,9.788353
-0.106596,18,9.790803
-0.089464,13,9.792641
-0.092003,14,9.794535
-0.157003,24,9.797972
-0.21894,19,9.800668
-0.291363,40,9.806082
-0.074897,10,9.807506
-0.098168,8,9.808602
-0.155353,33,9.813004
-0.074715,10,9.814371
-0.073105,9,9.815628
-0.115828,17,9.81796
-0.092676,7,9.818924
-0.13795,21,9.821727
-0.138217,16,9.823893
-0.092289,12,9.825523
-0.096907,11,9.827084
-0.10803,20,9.829833
-0.089434,6,9.830692
-0.183488,21,9.833527
-0.163509,10,9.834896
-0.235509,49,9.841451
-0.057265,6,9.842311
-0.311323,61,9.85056
-0.138408,11,9.852062
-0.12509,9,9.853278
-0.21621,38,9.858402
-0.213254,29,9.862377
-0.103521,10,9.863777
-0.13213,9,9.865064
-0.086375,12,9.866762
-0.140785,23,9.869861
-0.110588,15,9.87189
-0.104985,7,9.872844
-0.091715,17,9.875131
-0.348361,49,9.882027
-0.145233,12,9.88377
-0.076496,8,9.884968
-0.285564,36,9.889823
-0.151085,20,9.892555
-0.101971,8,9.893636
-0.120292,15,9.895674
-0.151083,25,9.899122
-0.14081,21,9.90193
-0.10534,8,9.903005
-0.116258,22,9.905974
-0.068171,9,9.907211
-0.163222,16,9.909397
-0.132122,18,9.911881
-0.08413,20,9.914647
-0.161312,41,9.920201
-0.122514,23,9.923257
-0.102679,16,9.925413
-0.299622,68,9.935171
-0.148542,23,9.938405
-0.073054,6,9.93924
-0.202122,40,10.2678
-0.288306,87,10.279837
-0.185924,18,10.282321
-0.102597,11,10.283819
-0.086742,8,10.284943
-0.133426,15,10.287043
-0.363518,61,10.295278
-0.153554,12,10.296958
-0.209969,22,10.300159
-0.159129,12,10.301854
-0.126006,25,10.305297
-0.068626,8,10.306423
-0.128557,11,10.307944
-0.151712,12,10.309574
-0.141186,12,10.311187
-0.270145,37,10.316256
-0.190967,29,10.320236
-0.112602,7,10.321205
-0.275302,26,10.324767
-0.093716,7,10.325714
-0.178072,34,10.330367
-0.336204,62,10.339058
-0.164603,24,10.342359
-0.09425,17,10.344639
-0.118324,10,10.346001
-0.116544,10,10.347414
-0.108222,9,10.348682
-0.112386,13,10.350453
-0.21406,47,10.356885
-0.079492,15,10.358897
-0.158277,27,10.362478
-0.123123,8,10.363583
-0.065289,7,10.364541
-0.182771,17,10.366889
-0.169392,24,10.370117
-0.155498,33,10.374476
-0.132473,12,10.376115
-0.101671,10,10.377499
-0.117715,10,10.378902
-0.09009,9,10.380153
-0.209458,48,10.38653
-0.260961,38,10.391589
-0.118541,9,10.392806
-0.209498,15,10.394828
-0.1943,46,10.401052
-0.2014,33,10.405441
-0.094481,12,10.407058
-0.191312,35,10.411713
-0.112613,8,10.41279
-0.087004,6,10.413626
-0.254917,48,10.42033
-0.108419,20,10.423053
-0.309188,43,10.428923
-0.177597,33,10.433373
-0.255179,16,10.435532
-0.088416,7,10.436509
-0.227616,20,10.439223
-0.119957,16,10.441403
-0.11216,23,10.444496
-0.118198,10,10.445861
-0.167451,25,10.449331
-0.126311,21,10.452147
-0.163045,16,10.454295
-0.091287,8,10.45539
-0.069789,12,10.457057
-0.38152,49,10.463562
-0.051406,7,10.464532
-0.114875,10,10.465926
-0.182401,38,10.470989
-0.093063,17,10.473287
-0.123928,14,10.475225
-0.222814,38,10.48034
-0.24188,58,10.4881
-0.208091,44,10.494064
-0.053412,7,10.495027
-0.198539,27,10.498707
-0.147175,9,10.499952
-0.13873,20,10.502607
-0.133376,13,10.504341
-0.124137,16,10.506515
-0.538421,84,10.517728
-0.112583,9,10.518987
-0.092561,15,10.521031
-0.091375,5,10.521723
-0.104457,15,10.523763
-0.102387,16,10.525935
-0.086286,11,10.527446
-0.116131,9,10.528746
-0.281665,52,10.535701
-0.1032,14,10.537612
-0.301993,33,10.542153
-0.122197,14,10.544039
-0.134339,9,10.545255
-0.06166,7,10.546226
-0.111622,9,10.869402
-0.09387,13,10.871333
-0.093543,12,10.873257
-0.155559,22,10.877082
-0.263589,39,10.890788
-0.120108,15,10.893726
-0.348184,52,10.906297
-0.062564,10,10.90804
-0.111008,9,10.909402
-0.092573,11,10.911052
-0.119802,18,10.913582
-0.11524,27,10.917518
-0.220678,32,10.922015
-0.423606,59,10.930945
-0.093237,8,10.932209
-0.060875,9,10.933621
-0.075467,26,10.937869
-0.115838,10,10.939291
-0.08514,14,10.941274
-0.259177,37,10.94647
-0.115732,10,10.947941
-0.09365,22,10.951294
-0.160703,39,10.957084
-0.251111,22,10.960416
-0.265937,46,10.96683
-0.071791,9,10.968108
-0.065776,9,10.969387
-0.13805,23,10.972552
-0.205421,34,10.97744
-0.114298,14,10.979465
-0.076695,8,10.980559
-0.163148,12,10.98291
-0.194098,33,10.987686
-0.198331,33,10.992587
-0.107432,13,10.994504
-0.110027,11,10.996091
-0.066706,11,10.997682
-0.209751,20,11.00066
-0.146581,12,11.002394
-0.146045,23,11.005625
-0.067248,7,11.006628
-0.148993,24,11.010178
-0.124196,9,11.011483
-0.295491,34,11.016737
-0.105328,18,11.019663
-0.112754,20,11.022525
-0.184528,15,11.024654
-0.087995,13,11.026531
-0.183316,35,11.031607
-0.158173,33,11.036433
-0.079835,7,11.037449
-0.056743,9,11.038798
-0.302282,46,11.045359
-0.096814,12,11.047082
-0.227964,42,11.053612
-0.068871,12,11.055376
-0.133243,12,11.05708
-0.094215,8,11.058266
-0.090412,9,11.059544
-0.2029,25,11.063012
-0.074596,7,11.064011
-0.200966,19,11.06684
-0.072209,8,11.068013
-0.234372,22,11.071135
-0.058726,8,11.072292
-0.11481,11,11.073862
-0.080829,13,11.075715
-0.07855,20,11.078564
-0.129542,10,11.080015
-0.326209,65,11.089565
-0.152658,12,11.091314
-0.104336,10,11.092798
-0.252338,49,11.100162
-0.186196,46,11.10673
-0.095369,15,11.108832
-0.163306,23,11.112012
-0.104379,6,11.112853
-0.147432,27,11.116924
-0.175213,18,11.119567
-0.121105,11,11.121096
-0.112164,16,11.123374
-0.118538,11,11.124925
-0.191047,18,11.127599
-0.091401,7,11.128741
-0.141968,25,11.132467
-0.113848,15,11.134595
-0.175169,19,11.137385
-0.119528,12,11.139091
-0.083709,20,11.141946
-0.068188,6,11.142851
-0.137075,19,11.145642
-0.228315,29,11.150285
-0.068881,9,11.151674
-0.125071,33,11.156602
-0.119868,11,11.158296
-0.211242,43,11.165797
-0.143729,14,11.168125
-0.089704,9,11.169478
-0.150339,16,11.1718
-0.099257,12,11.173558
-0.13468,18,11.176179
-0.157569,20,11.178988
-0.107067,12,11.180756
-0.081656,30,11.506989
-0.181165,40,11.512752
-0.213358,41,11.51881
-0.224004,64,11.527514
-0.081129,19,11.530192
-0.137604,29,11.534365
-0.077622,7,11.535393
-0.14148,15,11.53749
-0.089942,6,11.538322
-0.108627,18,11.54081
-0.091036,12,11.542496
-0.174672,22,11.545456
-0.314053,49,11.552545
-0.251808,40,11.558139
-0.132555,19,11.560762
-0.138101,22,11.563836
-0.199312,33,11.568652
-0.220277,27,11.572456
-0.128097,17,11.574817
-0.197618,39,11.580183
-0.139839,8,11.581319
-0.068765,10,11.582683
-0.103758,8,11.583789
-0.162587,25,11.587138
-0.071532,11,11.588618
-0.063532,10,11.589982
-0.136772,29,11.593896
-0.242445,53,11.60112
-0.103731,8,11.602288
-0.12014,27,11.605941
-0.156428,40,11.611283
-0.100002,21,11.614125
-0.249187,30,11.618211
-0.230968,26,11.621658
-0.181553,56,11.629253
-0.103044,14,11.631191
-0.124968,11,11.63271
-0.149398,17,11.635
-0.266807,42,11.640612
-0.220892,38,11.64591
-0.209681,24,11.649216
-0.13082,12,11.650852
-0.176982,32,11.655186
-0.129075,16,11.65741
-0.139976,22,11.660333
-0.102376,8,11.661425
-0.110364,8,11.662511
-0.213519,27,11.66645
-0.14887,19,11.66901
-0.062094,15,11.671015
-0.120501,19,11.673576
-0.133928,10,11.674954
-0.134225,11,11.676458
-0.177781,18,11.678971
-0.127396,35,11.683664
-0.204079,27,11.687257
-0.181776,29,11.69119
-0.059993,9,11.692466
-0.289021,34,11.696978
-0.094861,11,11.698506
-0.112257,10,11.699868
-0.079533,7,11.700837
-0.231522,33,11.705273
-0.169047,20,11.708147
-0.110699,30,11.712116
-0.098341,9,11.713366
-0.068847,10,11.714734
-0.169178,22,11.717715
-0.228454,43,11.723379
-0.145581,27,11.726982
-0.093413,10,11.728361
-0.07847,17,11.730696
-0.147098,15,11.732739
-0.100772,10,11.734084
-0.133657,10,11.735485
-0.082645,12,11.73714
-0.321014,56,11.744605
-0.137301,12,11.746217
-0.087847,13,11.748046
-0.108817,10,11.749526
-0.057896,7,11.750506
-0.095868,12,11.752146
-0.383183,42,11.7578
-0.075136,7,11.758788
-0.149176,12,11.760418
-0.165154,34,11.765
-0.077671,15,11.76706
-0.083933,10,11.76842
-0.183335,14,11.770305
-0.104486,9,11.77152
-0.22708,40,11.776961
-0.128709,25,11.780399
-0.091343,10,11.781811
-0.442032,74,12.104955
-0.224715,21,12.107942
-0.101815,11,12.109457
-0.107381,12,12.111133
-0.099279,7,12.112116
-0.105878,14,12.11401
-0.133059,17,12.116627
-0.14087,20,12.119394
-0.080367,15,12.121442
-0.127606,32,12.12577
-0.285799,48,12.132363
-0.094164,11,12.133925
-0.172794,17,12.136246
-0.072515,8,12.137373
-0.091842,14,12.139316
-0.132379,14,12.141307
-0.090087,10,12.142718
-0.083974,11,12.144217
-0.117018,9,12.145448
-0.192888,31,12.150183
-0.067946,14,12.152301
-0.124953,10,12.153731
-0.188748,48,12.160618
-0.151768,40,12.166508
-0.168368,21,12.169429
-0.170523,11,12.171043
-0.100387,9,12.17239
-0.085758,17,12.174805
-0.116816,26,12.178447
-0.202887,34,12.183188
-0.080794,11,12.184696
-0.082134,8,12.185814
-0.145251,29,12.189682
-0.124275,8,12.190801
-0.09653,15,12.192926
-0.152726,21,12.195766
-0.306467,41,12.201402
-0.071451,15,12.203479
-0.113,27,12.207257
-0.120556,8,12.208385
-0.143315,30,12.212514
-0.224738,26,12.216321
-0.282179,28,12.220271
-0.088764,16,12.222525
-0.20865,55,12.230216
-0.081952,11,12.231896
-0.240581,46,12.238343
-0.091945,22,12.241458
-0.239138,31,12.245772
-0.076601,10,12.247234
-0.072697,9,12.248572
-0.074703,7,12.249574
-0.067031,8,12.250665
-0.252712,23,12.253811
-0.12942,15,12.255886
-0.207647,28,12.259573
-0.110718,7,12.260528
-0.117964,21,12.26336
-0.177456,19,12.266251
-0.185258,31,12.270566
-0.081424,12,12.272267
-0.243005,37,12.277367
-0.145707,9,12.278653
-0.068601,8,12.279787
-0.12078,15,12.281891
-0.205986,31,12.286115
-0.102868,13,12.287895
-0.09053,10,12.289274
-0.15904,19,12.29185
-0.171263,30,12.295928
-0.05956,7,12.296915
-0.105714,18,12.299495
-0.119218,10,12.300865
-0.119015,10,12.302258
-0.151462,30,12.306332
-0.165326,16,12.308501
-0.220183,54,12.315842
-0.138447,15,12.317899
-0.159541,17,12.320211
-0.080257,16,12.32241
-0.144544,30,12.32648
-0.160144,29,12.330688
-0.115807,9,12.332217
-0.200826,47,12.338611
-0.077382,11,12.340159
-0.114841,21,12.343029
-0.106034,10,12.344414
-0.101329,8,12.345507
-0.121297,17,12.347843
-0.213482,57,12.355544
-0.072306,11,12.357061
-0.107444,8,12.358188
-0.090323,19,12.360726
-0.139945,16,12.362887
-0.232997,46,12.369072
-0.123539,18,12.3715
-0.255175,22,12.374454
-0.074243,14,12.376376
-0.112792,7,12.377342
-0.081732,13,12.379175
-0.102706,18,12.381704
-0.101702,10,12.383063
-0.118835,19,12.385618
-0.123282,11,12.701535
-0.057798,12,12.703282
-0.077536,16,12.705486
-0.086066,11,12.707027
-0.279396,27,12.71077
-0.071127,6,12.711617
